223.07,2.64537,0.00201692
223.07,2.64537,0.00201692
224.521,1.59575,0.00225557
224.521,1.59575,0.00225557
224.896,1.70513,0.002282
224.896,1.70513,0.002282
225.322,5.34308,0.00205535
225.322,5.34308,0.00205535
225.572,5.12741,0.001822
225.572,5.12741,0.001822
225.822,0.366775,0.00233568
225.822,0.366775,0.00233568
226.397,1.48493,0.00200873
226.397,1.48493,0.00200873
226.447,5.69581,0.00207502
226.447,5.69581,0.00207502
226.823,0.12322,0.00188401
226.823,0.12322,0.00188401
226.873,4.42819,0.00186873
226.873,4.42819,0.00186873
227.223,1.48488,0.00222238
227.223,1.48488,0.00222238
227.598,2.17585,0.0017277
227.598,2.17585,0.0017277
227.948,5.59871,0.00224441
227.973,2.65227,0.00131903
228.449,0.398547,0.00143045
228.474,3.69489,0.00169139
228.599,2.5707,0.00233412
228.599,2.5707,0.00233412
228.849,3.8581,0.0020514
228.849,3.8581,0.0020514
228.949,1.86471,0.00196715
228.949,1.86471,0.00196715
229.099,3.58009,0.00249104
229.124,5.69306,0.00164815
229.324,1.97578,0.00225348
229.324,1.97578,0.00225348
229.8,1.87944,0.00270665
229.85,5.92145,0.00277301
229.95,4.75147,0.00237251
229.95,4.75147,0.00237251
230.325,5.0858,0.001822
230.325,5.0858,0.001822
247.686,4.79512,0.00225179
247.686,4.79512,0.00225179
247.886,0.47299,0.00226381
247.886,0.47299,0.00226381
248.662,0.576756,0.0022149
248.687,4.22699,0.00224318
249.137,2.48102,0.00401683
249.187,3.41672,0.00160086
249.237,2.66957,0.00397948
249.287,2.94894,0.00233906
249.362,1.97774,0.00185015
249.362,1.97774,0.00185015
249.487,5.81398,0.00185787
249.512,2.4604,0.00133689
249.662,5.76208,0.00391683
249.738,1.50643,0.00213429
250.038,4.36118,0.00182515
250.038,4.36118,0.00182515
250.288,1.06787,0.00216939
250.288,1.06787,0.00216939
250.313,3.92606,0.00334141
250.338,6.02185,0.000964597
250.463,2.7058,0.00175485
250.463,2.7058,0.00175485
250.513,1.14417,0.00222724
250.538,3.70443,0.00207014
250.713,5.02925,0.00278241
250.738,0.989362,0.00173699
250.863,4.26192,0.00226164
250.863,4.26192,0.00226164
251.013,5.91653,0.00187427
251.013,5.91653,0.00187427
251.088,3.60093,0.00141212
251.088,3.60093,0.00141212
251.364,0.74984,0.00105692
251.389,4.19604,0.00282582
251.489,4.52522,0.00341819
251.539,3.09764,6.79E-05
251.664,0.69013,0.00216274
251.714,4.97074,0.00307519
251.714,4.97074,0.00307519
251.739,0.908533,0.00143962
251.839,1.03325,0.000918545
251.839,1.03325,0.000918545
251.864,3.82237,0.00414844
251.939,4.77846,0.00148967
252.014,4.1442,0.000706753
252.014,4.1442,0.000706753
252.064,2.27562,0.00270128
252.114,0.489059,0.00411601
252.114,0.489059,0.00411601
252.139,2.21678,0
252.189,1.4152,0.00213627
252.189,1.4152,0.00213627
252.239,5.94868,0.00383515
252.364,0.0071386,0.00430788
252.389,3.75477,0.00106223
252.439,2.6893,0.00263175
252.439,2.6893,0.00263175
252.489,1.00432,0.00255171
252.489,1.00432,0.00255171
252.514,3.55147,0.00138979
252.589,2.44166,0.000517807
252.614,5.39468,0.00392789
252.639,0.779941,0.00160097
252.639,0.779941,0.00160097
253.14,2.59531,0.00216516
253.14,2.59531,0.00216516
253.265,6.03443,0.00187769
253.29,2.37356,0.00213162
253.34,0.316477,0.00200309
253.365,3.69474,0.000896075
253.465,3.00069,0.00206496
253.59,3.57486,0.00223814
253.615,0.0644156,0.00477694
253.69,6.1734,0.00121173
253.815,3.70816,0.00323577
253.84,0.255517,0.00149663
253.89,3.98467,0.00341097
253.94,2.44846,0.00185356
253.965,4.35018,0.00338324
253.99,5.74618,0.00120395
254.04,4.19958,0.000723085
254.04,4.19958,0.000723085
254.09,2.20842,0.00189276
254.09,2.20842,0.00189276
254.14,0.343565,0.00181547
254.19,6.15204,0.00348773
254.29,0.649891,0.00133429
254.29,0.649891,0.00133429
254.566,0.828625,0.00186846
254.616,0.667076,0.00249024
254.716,1.45314,0.00219801
254.766,1.35931,0.00376381
254.991,0.86919,0.000521682
255.016,4.55117,0.00420963
255.216,1.10835,0.00305606
255.266,1.01345,0.00233269
255.366,1.1891,0.00251326
255.416,2.68838,0.001262
255.641,0.995319,0.000838392
255.716,4.64438,0.00259434
256.042,3.66421,0.00126073
256.067,5.90204,0.00329531
256.117,1.95997,0.00109132
256.117,1.95997,0.00109132
256.492,3.03778,0.00148639
256.542,2.79731,0.00171408
256.817,4.49715,0.00235963
256.817,4.49715,0.00235963
257.117,1.95765,0.000935815
257.117,1.95765,0.000935815
257.367,2.2978,0.00261607
257.393,5.4267,0.00158416
257.718,0.112425,0.00206617
257.768,5.41,0.00134536
258.018,1.67079,0.00202096
258.018,1.67079,0.00202096
258.143,5.21896,0.000786992
258.143,5.21896,0.000786992
258.193,2.11828,0.00248934
258.243,1.28034,0.00244757
258.818,0.301003,0.00243105
258.843,3.5636,0.00117481
259.069,0.446015,0.00231547
259.069,0.446015,0.00231547
259.169,1.94175,0.00169306
259.169,1.94175,0.00169306
259.219,3.80343,0.00230509
259.219,3.80343,0.00230509
259.469,4.5337,0.00220176
259.469,4.5337,0.00220176
259.719,0.956562,0.00255529
259.744,4.20437,0.000927525
260.419,6.17943,0.000816031
260.419,6.17943,0.000816031
260.67,0.31806,0.0020327
260.67,0.31806,0.0020327
260.745,2.98748,0.00192349
260.745,2.98748,0.00192349
261.195,1.24401,0.00182357
261.245,1.15099,0.00346584
261.945,4.87743,0.00227989
261.945,4.87743,0.00227989
262.396,4.72747,0.0020965
262.421,0.236518,0.00250324
262.421,0.236518,0.00250324
262.446,3.3175,0.00224166
264.647,3.68172,0.00218086
264.647,3.68172,0.00218086
266.148,1.02085,0.00233879
266.148,1.02085,0.00233879
283.86,5.93541,0.00163499
283.885,0.158492,0.00256332
283.935,2.14515,0.00241341
283.96,2.56056,0.00212296
284.06,1.09129,0.00286242
284.11,3.41826,0.00298061
284.21,0.0726629,0.00160869
284.21,0.0726629,0.00160869
284.285,1.82605,0.00167187
284.31,1.83337,0.00292839
284.36,3.62735,0.000439562
284.385,4.2941,0.00140365
284.435,5.97814,0.00178476
284.46,0.0967439,0.00136547
284.785,5.14699,0.00254632
284.91,2.24332,0.00406248
284.935,3.19236,0.00160017
284.985,5.36347,0.00422336
285.161,3.80208,0.00200627
285.161,3.80208,0.00200627
285.236,6.04591,0.00227816
285.261,0.49486,0.00182256
285.386,6.00328,0.00204368
285.386,6.00328,0.00204368
285.461,1.9752,0.00231111
285.461,1.9752,0.00231111
286.737,4.67239,0.00215551
286.737,4.67239,0.00215551
286.787,0.0391181,0.00239468
286.862,2.23187,0.00254415
287.512,0.68764,0.00220324
287.512,0.68764,0.00220324
288.688,2.33958,0.00218213
288.688,2.33958,0.00218213
288.838,5.68284,0.00214859
288.838,5.68284,0.00214859
288.938,1.91355,0.00140229
288.938,1.91355,0.00140229
294.442,0.218396,0.00231522
294.442,0.218396,0.00231522
755.292,3.55988,0.00234256
755.292,3.55988,0.00234256
767.7,4.19169,0.0023534
767.7,4.19169,0.0023534
